Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Player Team,Player,KD,ADR,KAST,Rating,Map,Overall Kills,Overall Deaths,Overal Kill / Death,Overall Kill / Round,Overall Rounds with Kills,Overall Kill - Death Diff,Opening Total Kills,Opening Total Deaths,Opening Kill Ratio,Opening Kill rating,Opening Team win percent after 1st kill,Opening 1st kill in won rounds
24th of February 2020,ORDER,AVANT,1,16,ESEA MDL Season 33 Australia,AVANT,Peter 'BL1TZ' Athanasatos,15-6,9,80.9,100.0%,All maps,9946,8834,1.13,0.75,6587,1112,1647,1297,1.27,1.12,75.4%,18.5%
24th of February 2020,ORDER,AVANT,1,16,ESEA MDL Season 33 Australia,AVANT,Jared 'HaZR' O'Bree,12-8,4,89.9,88.2%,All maps,6467,6171,1.05,0.74,4247,296,961,982,0.98,1.03,73.4%,16.2%
24th of February 2020,ORDER,AVANT,1,16,ESEA MDL Season 33 Australia,AVANT,Chris 'ofnu' Hanley,14-6,8,75.8,76.5%,All maps,12718,11496,1.11,0.73,8431,1222,1728,1568,1.1,1.01,75.8%,14.0%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,Esper,Damon 'damyo' Portelli,12-18,-6,56.9,55.0%,All maps,169,162,1.04,0.82,106,7,38,20,1.9,1.42,57.9%,34.9%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,Esper,Shaun 'charizard' M,9-16,-7,45.0,40.0%,All maps,19,34,0.56,0.37,17,-15,1,2,0.5,0.7,0.0%,0.0%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,Esper,Anthony 'antwon' Z.,6-18,-12,41.7,50.0%,All maps,114,169,0.67,0.55,80,-55,12,33,0.36,0.69,50.0%,9.5%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,Esper,Riley 'Zym' Brown,6-18,-12,53.4,40.0%,All maps,86,170,0.51,0.42,68,-84,17,26,0.65,0.87,47.1%,12.7%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,Esper,M. 'Habbo Hotel' Poduje,6-18,-12,38.9,35.0%,All maps,280,428,0.65,0.51,215,-148,27,47,0.57,0.77,59.3%,8.0%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,AVANT,Euan 'sterling' Moore,27-7,20,107.0,85.0%,All maps,8268,6380,1.3,0.77,5553,1888,1144,644,1.78,1.1,75.8%,15.3%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,AVANT,Peter 'BL1TZ' Athanasatos,16-7,9,100.5,80.0%,All maps,9946,8834,1.13,0.75,6587,1112,1647,1297,1.27,1.12,75.4%,18.5%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,AVANT,Mike 'ap0c' Aliferis,18-9,9,84.8,80.0%,All maps,9846,9640,1.02,0.71,6625,206,1428,1528,0.93,1.0,73.9%,14.5%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,AVANT,Jared 'HaZR' O'Bree,13-9,4,83.0,85.0%,All maps,6467,6171,1.05,0.74,4247,296,961,982,0.98,1.03,73.4%,16.2%
24th of February 2020,Esper,AVANT,4,16,ESEA MDL Season 33 Australia,AVANT,Chris 'ofnu' Hanley,14-7,7,75.4,85.0%,All maps,12718,11496,1.11,0.73,8431,1222,1728,1568,1.1,1.01,75.8%,14.0%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,madlikewizards,Jake 'ju1ces' H.,15-14,1,97.1,75.0%,All maps,2967,2503,1.19,0.79,1926,464,339,248,1.37,1.01,68.7%,13.0%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,madlikewizards,Daniel 'DannyG' Giusa,9-14,-5,61.2,43.8%,All maps,1004,1072,0.94,0.67,708,-68,157,139,1.13,1.04,70.1%,16.1%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,madlikewizards,Corey 'nettik' Browne,6-16,-10,62.2,62.5%,All maps,1518,1209,1.26,0.81,942,309,178,177,1.01,0.98,70.8%,13.8%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,madlikewizards,Akram 'ADK' Smida,6-15,-9,52.6,43.8%,All maps,3064,3314,0.92,0.64,2129,-250,330,407,0.81,0.87,67.6%,9.3%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,madlikewizards,Michael 'chelleos' Hawkins,1-16,-15,56.1,31.2%,All maps,4801,4199,1.14,0.81,3085,602,1130,863,1.31,1.38,71.9%,27.5%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,ORDER,Karlo 'USTILO' Pivac,21-5,16,121.4,93.8%,All maps,13341,13311,1.0,0.7,8875,30,2176,2512,0.87,1.02,75.6%,16.4%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,ORDER,Ricardo 'Rickeh' Mulholland,16-8,8,128.6,93.8%,All maps,10695,9721,1.1,0.7,7261,974,1820,1492,1.22,1.1,72.5%,16.8%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,ORDER,Alistair 'aliStair' Johnston,13-8,5,80.7,81.2%,All maps,12994,11387,1.14,0.72,8763,1607,2391,1908,1.25,1.15,78.5%,18.5%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,ORDER,Matthew 'Valiance' Hartrick,13-8,5,67.9,81.2%,All maps,4366,3999,1.09,0.71,2882,367,526,462,1.14,0.97,72.6%,12.2%
24th of February 2020,madlikewizards,ORDER,0,16,ESEA MDL Season 33 Australia,ORDER,Jireh 'J1rah' Youakim,12-9,3,76.8,87.5%,All maps,6715,6620,1.01,0.69,4559,95,1076,1136,0.95,1.02,74.3%,16.1%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,Gen.G,Sam 's0m' Oh,50-36,14,81.9,82.5%,All maps,4733,4600,1.03,0.7,3211,133,632,632,1.0,0.98,69.9%,12.7%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,Gen.G,Kenneth 'koosta' Suen,41-40,1,89.1,70.2%,All maps,16002,14679,1.09,0.72,10548,1323,2568,2414,1.06,1.07,72.7%,16.8%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,Gen.G,Timothy 'autimatic' Ta,42-33,9,71.5,68.4%,All maps,19785,17660,1.12,0.75,13254,2125,2644,2237,1.18,1.03,74.5%,14.3%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,Gen.G,Hansel 'BnTeT' Ferdinand,36-36,0,78.5,80.7%,All maps,15579,12081,1.29,0.79,10114,3498,1726,1325,1.3,0.99,76.5%,12.2%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,Gen.G,Damian 'daps' Steele,33-35,-2,70.0,70.2%,All maps,14005,16054,0.87,0.58,10063,-2049,1783,2400,0.74,0.87,74.7%,10.4%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,FURIA,Kaike 'KSCERATO' Cerato,45-40,5,84.8,71.9%,All maps,9604,7222,1.33,0.75,6386,2382,1027,736,1.4,0.97,76.7%,11.1%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,FURIA,Yuri 'yuurih' Santos,38-38,0,68.6,68.4%,All maps,11797,9778,1.21,0.78,7744,2019,1565,1115,1.4,1.06,78.7%,14.7%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,FURIA,Andrei 'arT' Piovezan,33-44,-11,76.1,68.4%,All maps,10804,10151,1.06,0.73,7167,653,2548,2318,1.1,1.27,75.7%,23.8%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,FURIA,Vinicius 'VINI' Figueiredo,37-43,-6,72.5,64.9%,All maps,9968,9777,1.02,0.68,6677,191,1427,1486,0.96,0.99,75.0%,13.2%
24th of February 2020,Gen.G,FURIA,2,0,DreamHack Open Anaheim 2020,FURIA,Henrique 'HEN1' Teles,27-37,-10,61.5,59.6%,All maps,14814,12053,1.23,0.72,10004,2761,2291,1509,1.52,1.1,74.9%,15.7%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,TGS,Justin 'Jerk' Milani,47-37,10,85.2,83.9%,All maps,375,417,0.9,0.65,251,-42,46,46,1.0,0.93,78.3%,13.5%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,TGS,Mike 'mxj' Jasinski,36-42,-6,75.1,80.4%,All maps,178,212,0.84,0.61,123,-34,29,29,1.0,1.0,65.5%,14.3%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,TGS,Armel 'leak' Araneta,37-42,-5,73.6,71.4%,All maps,240,221,1.09,0.76,156,19,40,32,1.25,1.13,72.5%,16.8%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,TGS,Jaden 'emins' Storey,36-41,-5,64.8,73.2%,All maps,167,190,0.88,0.66,109,-23,16,26,0.62,0.81,62.5%,9.1%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,TGS,Kory 'SEMPHIS' Friesen,30-39,-9,64.6,75.0%,All maps,14624,14655,1.0,0.71,9906,-31,2310,2112,1.09,1.05,71.4%,16.0%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,RAIJIN,Filip 'Feedalee' Mitevski,42-34,8,75.6,75.0%,All maps,172,220,0.78,0.6,121,-48,22,36,0.61,0.84,54.5%,11.9%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,RAIJIN,Yun 'Freinzy' Kang,42-32,10,73.8,78.6%,All maps,111,142,0.78,0.57,84,-31,21,16,1.31,1.07,52.4%,13.8%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,RAIJIN,Mark 'Input'  Kistler,36-35,1,78.5,76.8%,All maps,149,177,0.84,0.63,113,-28,21,18,1.17,0.99,57.1%,12.1%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,RAIJIN,Connor 'conman' Southwick,43-45,-2,83.2,75.0%,All maps,70,86,0.81,0.67,47,-16,10,16,0.62,0.89,90.0%,20.5%
24th of February 2020,TGS,RAIJIN,0,2,BashFest 2020,RAIJIN,Kevin 'Grave' Le,38-40,-2,73.0,76.8%,All maps,199,232,0.86,0.68,132,-33,31,35,0.89,1.0,77.4%,18.2%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Thunder Logic,Sean 'Inseaniac' Morrison,13-14,-1,60.5,55.0%,All maps,798,684,1.17,0.79,530,114,132,91,1.45,1.17,70.5%,17.9%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Thunder Logic,Andy 'Andersin' Collins,12-18,-6,61.8,60.0%,All maps,1059,1034,1.02,0.72,685,25,158,173,0.91,1.01,68.4%,14.7%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Thunder Logic,Brandon 'Sharkie' Ly,7-17,-10,54.4,65.0%,All maps,66,102,0.65,0.52,45,-36,10,13,0.77,0.89,70.0%,14.6%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Thunder Logic,Nathan 'rabbit' Beale,8-15,-7,65.5,40.0%,All maps,614,620,0.99,0.64,434,-6,52,68,0.76,0.82,67.3%,7.3%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Thunder Logic,Bryce 'PureR' Lovell,9-18,-9,62.0,55.0%,All maps,2191,2034,1.08,0.78,1445,157,321,283,1.13,1.07,67.9%,16.0%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Monstars,Ethan 'ReckMONSTER' Serrano,23-9,14,135.5,80.0%,All maps,1274,1379,0.92,0.69,856,-105,236,235,1.0,1.09,75.0%,19.5%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Monstars,Josh 'shinobi' Abastado,14-7,7,85.1,85.0%,All maps,4932,6284,0.78,0.57,3521,-1352,702,987,0.71,0.88,73.1%,12.4%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Monstars,Ian 'tex' Botsch,20-12,8,76.1,90.0%,All maps,3350,3489,0.96,0.7,2236,-139,480,564,0.85,0.97,75.0%,15.2%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Monstars,Michael 'Swisher' Schmid,14-12,2,71.8,75.0%,All maps,2646,2644,1.0,0.69,1797,2,384,458,0.84,0.97,70.8%,14.2%
24th of February 2020,Thunder Logic,Monstars,4,16,ESEA MDL Season 33 North America,Monstars,Dylan 'RIKO' Sabin-Arnce,11-10,1,57.1,90.0%,All maps,6750,6541,1.03,0.73,4463,209,866,839,1.03,0.98,74.5%,14.3%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,FURIA,Yuri 'yuurih' Santos,70-54,16,85.3,79.8%,All maps,11727,9724,1.21,0.78,7694,2003,1555,1111,1.4,1.06,78.8%,14.7%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,FURIA,Kaike 'KSCERATO' Cerato,55-47,8,75.4,76.2%,All maps,9549,7175,1.33,0.75,6345,2374,1022,735,1.39,0.97,76.6%,11.1%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,FURIA,Henrique 'HEN1' Teles,50-42,8,63.8,66.7%,All maps,14764,12011,1.23,0.72,9971,2753,2287,1502,1.52,1.1,74.8%,15.8%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,FURIA,Vinicius 'VINI' Figueiredo,54-62,-8,74.9,67.9%,All maps,9914,9715,1.02,0.68,6645,199,1420,1470,0.97,0.99,74.9%,13.2%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,FURIA,Andrei 'arT' Piovezan,46-63,-17,67.7,66.7%,All maps,10758,10088,1.07,0.74,7134,670,2535,2301,1.1,1.27,75.8%,23.9%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,Complexity,Benjamin 'blameF' Bremer,53-53,0,76.1,71.4%,All maps,7721,6133,1.26,0.78,5102,1588,1188,864,1.38,1.12,74.3%,17.5%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,Complexity,Kristian 'k0nfig' Wienecke,58-57,1,68.3,70.2%,All maps,21522,19764,1.09,0.75,14008,1758,3439,3271,1.05,1.08,73.6%,17.1%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,Complexity,Valentin 'poizon' Vasilev,61-57,4,70.6,71.4%,All maps,14408,11810,1.22,0.77,9369,2598,2413,1690,1.43,1.16,76.4%,18.8%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,Complexity,Owen 'oBo' Schlatter,45-50,-5,64.0,73.8%,All maps,2334,2259,1.03,0.73,1572,75,323,321,1.01,1.0,72.4%,14.7%
23rd of February 2020,FURIA,Complexity,2,1,DreamHack Open Anaheim 2020,Complexity,William 'RUSH' Wierzba,50-58,-8,70.0,70.2%,All maps,18534,17919,1.03,0.69,12544,615,2494,2514,0.99,0.98,73.0%,13.1%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,Copenhagen Flames,René 'TeSeS' Madsen,61-57,4,82.9,63.6%,All maps,7148,6550,1.09,0.74,4749,598,969,918,1.06,1.01,72.5%,13.9%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,Copenhagen Flames,Asger 'Farlig' Jensen,55-53,2,67.3,67.5%,All maps,6848,5718,1.2,0.74,4530,1130,1234,766,1.61,1.2,76.3%,19.5%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,Copenhagen Flames,Magnus 'Nodios' Olsen,43-56,-13,68.4,68.8%,All maps,5591,5355,1.04,0.68,3806,236,713,728,0.98,0.95,72.1%,11.9%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,Copenhagen Flames,Thomas 'TMB' Bundsbæk,41-56,-15,62.2,64.9%,All maps,3654,3869,0.94,0.64,2517,-215,501,660,0.76,0.91,73.5%,12.5%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,Copenhagen Flames,Asger 'AcilioN' Larsen,31-62,-31,58.2,57.1%,All maps,20954,21618,0.97,0.66,14462,-664,3070,3283,0.94,0.98,74.2%,14.0%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,AGO,Patryk 'Sidney' Korab,70-48,22,95.6,76.6%,All maps,4453,4565,0.98,0.64,3054,-112,539,543,0.99,0.92,69.6%,10.6%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,AGO,Damian 'Furlan' Kislowski,48-47,1,81.1,77.9%,All maps,27870,27361,1.02,0.7,18592,509,4473,4634,0.97,1.03,73.8%,16.0%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,AGO,Maciej 'F1KU' Miklas,54-46,8,71.4,74.0%,All maps,392,373,1.05,0.71,249,19,55,68,0.81,0.96,72.7%,15.6%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,AGO,Miłosz 'mhL' Knasiak,60-45,15,67.0,70.1%,All maps,2808,2409,1.17,0.75,1876,399,471,329,1.43,1.15,75.6%,18.8%
23rd of February 2020,Copenhagen Flames,AGO,1,2,OGA Counter PIT Season 7,AGO,Eryk 'leman' Kocęba,52-45,7,78.1,75.3%,All maps,3062,3193,0.96,0.65,2143,-131,388,439,0.88,0.92,66.0%,11.0%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,Gen.G,Sam 's0m' Oh,47-35,12,87.7,76.3%,All maps,4686,4565,1.03,0.7,3182,121,624,630,0.99,0.97,69.9%,12.6%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,Gen.G,Timothy 'autimatic' Ta,46-35,11,86.0,72.9%,All maps,19739,17625,1.12,0.75,13224,2114,2632,2231,1.18,1.03,74.5%,14.2%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,Gen.G,Hansel 'BnTeT' Ferdinand,49-33,16,83.4,71.2%,All maps,15530,12048,1.29,0.79,10085,3482,1723,1320,1.31,0.99,76.4%,12.2%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,Gen.G,Kenneth 'koosta' Suen,35-40,-5,61.6,71.2%,All maps,15967,14639,1.09,0.72,10522,1328,2563,2408,1.06,1.07,72.8%,16.9%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,Gen.G,Damian 'daps' Steele,30-39,-9,59.3,69.5%,All maps,13975,16015,0.87,0.58,10040,-2040,1777,2394,0.74,0.87,74.7%,10.4%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,North,Nicklas 'gade' Gade,38-43,-5,78.4,74.6%,All maps,11715,11753,1.0,0.67,7825,-38,1726,1988,0.87,0.97,74.0%,14.2%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,North,Markus 'Kjaerbye' Kjærbye,35-41,-6,80.7,64.4%,All maps,25506,23286,1.1,0.72,17154,2220,3495,3580,0.98,0.99,73.7%,13.9%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,North,Philip 'aizy' Aistrup,38-37,1,61.5,76.3%,All maps,24610,23477,1.05,0.7,16410,1133,3550,3490,1.02,1.01,73.6%,14.3%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,North,Mathias 'MSL' Lauridsen,37-47,-10,62.9,57.6%,All maps,26768,23956,1.12,0.71,17999,2812,3598,3117,1.15,1.0,75.2%,13.5%
23rd of February 2020,Gen.G,North,2,0,DreamHack Open Anaheim 2020,North,René 'cajunb' Borg,34-39,-5,57.5,67.8%,All maps,24876,28048,0.89,0.64,17093,-3172,4800,5561,0.86,1.05,74.6%,17.7%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,AGO,Maciej 'F1KU' Miklas,71-58,13,83.6,73.1%,All maps,392,373,1.05,0.71,249,19,55,68,0.81,0.96,72.7%,15.6%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,AGO,Miłosz 'mhL' Knasiak,70-55,15,68.8,75.3%,All maps,2808,2409,1.17,0.75,1876,399,471,329,1.43,1.15,75.6%,18.8%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,AGO,Damian 'Furlan' Kislowski,60-66,-6,77.2,65.6%,All maps,27870,27361,1.02,0.7,18592,509,4473,4634,0.97,1.03,73.8%,16.0%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,AGO,Eryk 'leman' Kocęba,58-58,0,66.9,68.8%,All maps,3062,3193,0.96,0.65,2143,-131,388,439,0.88,0.92,66.0%,11.0%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,AGO,Patryk 'Sidney' Korab,44-61,-17,56.8,66.7%,All maps,4453,4565,0.98,0.64,3054,-112,539,543,0.99,0.92,69.6%,10.6%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,Gambit Youngsters,Dmitry 'sh1ro' Sokolov,70-60,10,82.1,68.8%,All maps,5457,3939,1.39,0.78,3604,1518,841,489,1.72,1.15,76.5%,17.6%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,Gambit Youngsters,Timofey 'interz' Yakushin,53-49,4,65.3,69.9%,All maps,4012,3910,1.03,0.61,2858,102,501,479,1.05,0.93,72.5%,10.6%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,Gambit Youngsters,Vladislav 'nafany' Gorshkov,62-69,-7,75.1,65.6%,All maps,4608,4911,0.94,0.67,3144,-303,804,971,0.83,1.02,75.6%,16.8%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,Gambit Youngsters,Sergey 'Ax1Le' Rykhtorov,58-61,-3,70.8,65.6%,All maps,5953,5543,1.07,0.69,4023,410,798,737,1.08,0.99,74.2%,13.3%
23rd of February 2020,AGO,Gambit Youngsters,2,1,OGA Counter PIT Season 7,Gambit Youngsters,Anton 'supra' Tšernobai,54-64,-10,62.1,67.7%,All maps,3872,3857,1.0,0.67,2587,15,615,682,0.9,1.0,75.8%,15.4%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,Wisla Krakow,Grzegorz 'jedqr' Jędras,12-16,-4,79.8,61.1%,All maps,4513,4454,1.01,0.68,3088,59,584,540,1.08,0.97,75.5%,13.3%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,Wisla Krakow,Wiktor 'mynio' Kruk,9-18,-9,67.2,72.2%,All maps,5777,6426,0.9,0.64,3966,-649,907,1095,0.83,0.97,71.9%,15.3%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,Wisla Krakow,Piotr 'morelz' Taterka,8-17,-9,56.4,38.9%,All maps,16721,16927,0.99,0.69,11345,-206,2464,2671,0.92,0.99,72.4%,14.9%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,Wisla Krakow,Grzegorz 'SZPERO' Dziamałek,8-16,-8,45.3,44.4%,All maps,27102,25494,1.06,0.7,18498,1608,4721,3994,1.18,1.11,74.8%,17.9%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,Wisla Krakow,Krzysztof 'boskacz' Jędras,3-16,-13,19.7,22.2%,All maps,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0%,0.0%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,BIG,Nils 'k1to' Gruhne,19-8,11,102.1,94.4%,All maps,12474,12210,1.02,0.71,8314,264,1961,2061,0.95,1.03,74.5%,16.1%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,BIG,Florian 'syrsoN' Rische,17-8,9,88.6,77.8%,All maps,21639,18871,1.15,0.74,14455,2768,3967,2985,1.33,1.17,75.4%,19.9%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,BIG,Johannes 'tabseN' Wodarz,18-10,8,118.8,83.3%,All maps,26058,24760,1.05,0.74,16811,1298,4472,4437,1.01,1.09,72.4%,18.5%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,BIG,Tizian 'tiziaN' Feldbusch,16-8,8,88.1,88.9%,All maps,20238,20204,1.0,0.66,13832,34,2906,2990,0.97,0.98,72.7%,13.5%
23rd of February 2020,Wisla Krakow,BIG,2,16,ESEA MDL Season 33 Europe,BIG,Ismailcan 'XANTARES' Dörtkardeş,13-6,7,75.3,88.9%,All maps,23896,19661,1.22,0.85,14915,4235,4367,3360,1.3,1.24,75.2%,21.8%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Titan,Einārs 'EIZA' Zarāns,74-44,30,91.8,75.3%,All maps,304,273,1.11,0.74,208,31,42,28,1.5,1.06,83.3%,15.5%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Titan,Roberts 'shield' Tipsis,60-51,9,71.8,77.8%,All maps,488,385,1.27,0.74,332,103,72,60,1.2,1.06,72.2%,14.1%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Titan,Edgars 'rabbit' Brečs,61-50,11,79.0,77.8%,All maps,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0%,0.0%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Titan,Kristers 'keen' Dārznieks,43-57,-14,65.9,70.4%,All maps,807,766,1.05,0.73,523,41,135,122,1.11,1.09,79.3%,19.5%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Titan,Daniēls 'discplex' Bieziņš,40-55,-15,58.0,69.1%,All maps,651,767,0.85,0.62,471,-116,106,122,0.87,0.98,75.5%,15.0%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Medieval,Roberts 'Frip' Poļakovs,68-52,16,89.1,70.4%,All maps,36,35,1.03,0.86,24,1,3,5,0.6,0.83,33.3%,10.0%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Medieval,Mārcis 'nopper' Klaģis,61-58,3,80.3,61.7%,All maps,296,327,0.91,0.63,207,-31,35,34,1.03,0.92,62.9%,9.7%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Medieval,Mārtiņš 'Labreenc' Labrencis,50-61,-11,76.0,70.4%,All maps,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0%,0.0%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Medieval,Mārtiņš 'shadiy' Gūtmanis,46-49,-3,54.8,71.6%,All maps,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0%,0.0%
23rd of February 2020,Titan,Medieval,2,1,Samsung GOEXANIMO CS:GO 5X5 #20,Medieval,Rojs 'hollow' Granīts,31-58,-27,50.0,59.3%,All maps,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0%,0.0%
